ref_id,asset,stock_name,strike_price,option_type,expiry,exchange,lot_size,tick_size
1136142,ADANIENT,ADANIENT26MAR1600CE,160000,CE,20260330,NSE,309,5
1136143,ADANIENT,ADANIENT26MAR1600PE,160000,PE,20260330,NSE,309,5
1202938,ADANIENT,ADANIENT26MAR1620CE,162000,CE,20260330,NSE,309,5
1202939,ADANIENT,ADANIENT26MAR1620PE,162000,PE,20260330,NSE,309,5
1136144,ADANIENT,ADANIENT26MAR1640CE,164000,CE,20260330,NSE,309,5
1136145,ADANIENT,ADANIENT26MAR1640PE,164000,PE,20260330,NSE,309,5
1202940,ADANIENT,ADANIENT26MAR1660CE,166000,CE,20260330,NSE,309,5
1202941,ADANIENT,ADANIENT26MAR1660PE,166000,PE,20260330,NSE,309,5
1136146,ADANIENT,ADANIENT26MAR1680CE,168000,CE,20260330,NSE,309,5
1136147,ADANIENT,ADANIENT26MAR1680PE,168000,PE,20260330,NSE,309,5
1202942,ADANIENT,ADANIENT26MAR1700CE,170000,CE,20260330,NSE,309,5
1202943,ADANIENT,ADANIENT26MAR1700PE,170000,PE,20260330,NSE,309,5
1136148,ADANIENT,ADANIENT26MAR1720CE,172000,CE,20260330,NSE,309,5
1136149,ADANIENT,ADANIENT26MAR1720PE,172000,PE,20260330,NSE,309,5
1202944,ADANIENT,ADANIENT26MAR1740CE,174000,CE,20260330,NSE,309,5
1202945,ADANIENT,ADANIENT26MAR1740PE,174000,PE,20260330,NSE,309,5
1136150,ADANIENT,ADANIENT26MAR1760CE,176000,CE,20260330,NSE,309,5
1136151,ADANIENT,ADANIENT26MAR1760PE,176000,PE,20260330,NSE,309,5
1202946,ADANIENT,ADANIENT26MAR1780CE,178000,CE,20260330,NSE,309,5
1202947,ADANIENT,ADANIENT26MAR1780PE,178000,PE,20260330,NSE,309,5
1136152,ADANIENT,ADANIENT26MAR1800CE,180000,CE,20260330,NSE,309,5
1136153,ADANIENT,ADANIENT26MAR1800PE,180000,PE,20260330,NSE,309,5
1202948,ADANIENT,ADANIENT26MAR1820CE,182000,CE,20260330,NSE,309,5
1202949,ADANIENT,ADANIENT26MAR1820PE,182000,PE,20260330,NSE,309,5
1136154,ADANIENT,ADANIENT26MAR1840CE,184000,CE,20260330,NSE,309,5
1136155,ADANIENT,ADANIENT26MAR1840PE,184000,PE,20260330,NSE,309,5
1202950,ADANIENT,ADANIENT26MAR1860CE,186000,CE,20260330,NSE,309,5
1202951,ADANIENT,ADANIENT26MAR1860PE,186000,PE,20260330,NSE,309,5
1136156,ADANIENT,ADANIENT26MAR1880CE,188000,CE,20260330,NSE,309,5
